Open,High,Low,Close,Adj_Close,Volume
49.676914,51.693787,47.669937,49.84582,49.84582,44994500.0
88.571846,98.19834,90.17482,103.11677,101.100655,52160576.0
94.34469,102.168976,97.35662,117.92377,109.05794,54451440.0
107.79333,114.506836,103.7233,135.37431,132.02408,45049930.0
129.23865,135.1208,122.8198,142.23108,142.49823,30439306.0
125.426704,135.49881,121.414894,152.13457,140.93883,29997886.0
187.50015,193.2146,185.86978,205.64706,191.05878,13181259.0
216.86873,218.33734,205.75732,240.35329,222.98177,14783003.0
202.08478,211.55891,204.34648,223.55756,216.5419,13116431.0
213.65874,229.21951,220.51411,227.74577,226.19395,10112475.0
231.73457,241.89217,230.3152,240.47339,241.89145,11019330.0
227.94844,233.9743,222.76509,257.49185,248.29285,12041100.0
248.82799,258.8901,245.40016,272.96997,262.265,12084203.0
261.73593,274.45367,266.78455,292.6281,290.32022,10620284.0
262.6376,277.10547,262.77304,280.8356,281.38095,8967055.0
269.62753,281.23862,265.12665,282.84012,275.24545,9595091.0
284.03976,298.73264,293.77197,297.9733,294.46637,7826178.0
300.6984,299.9018,292.488,297.11627,293.0069,7436837.5
259.7787,266.43265,254.6005,265.4295,264.5484,7920307.5
286.77176,295.2156,284.3923,290.6003,280.61108,7628672.5
284.23273,309.6877,286.74573,305.67633,301.85168,8546240.0
314.61942,317.33405,298.87534,321.1889,319.18472,8274852.0
316.69537,344.25015,317.06738,338.3663,328.6267,8417077.0
327.8051,338.88876,324.4883,354.7623,345.13107,7553998.5
345.1711,341.9411,334.4811,329.16272,333.72192,5894805.5
321.69522,339.71964,319.8779,365.2919,340.25867,7519485.5
338.32523,346.77115,350.66806,382.24887,366.39685,7124740.5
337.04562,353.09833,330.6294,340.56674,338.1931,6360996.0
342.56393,347.26068,334.0463,345.9176,341.50195,7302093.0
341.10422,341.63983,329.23566,333.66296,329.4466,5858815.0
332.71338,338.79446,317.89093,327.30933,322.96918,6802640.0
363.9952,366.526,356.10605,361.99796,355.37723,5802388.0
359.4502,366.9845,362.23538,365.50262,363.15295,5413708.0
351.07547,360.53357,347.62903,350.4333,348.29684,6314289.0
375.39404,374.03766,370.02493,404.31387,381.1423,7074950.5
349.55325,357.00192,340.01462,355.3856,351.56796,6355947.0
310.7484,314.65402,301.2653,318.8192,312.15396,7450770.5
314.89352,308.28745,304.47107,321.5306,316.12488,7858284.0
331.6855,334.1286,325.59964,352.12552,338.40735,7223273.0
282.54758,300.4655,284.9847,305.159,306.16797,8839611.0
318.93207,324.1397,309.31982,327.52173,316.90088,7404556.5
305.02234,316.2028,301.655,321.29272,310.22623,7213170.0
310.01678,322.75778,305.75638,320.06915,312.21606,6972425.5
305.06232,310.07703,305.88446,306.74832,300.12872,6710937.5
318.84982,321.2066,310.42746,324.13528,312.96893,6767974.5
295.50034,318.023,296.14862,330.8331,319.53036,8025373.5
291.92126,301.28745,283.63846,308.64215,304.6289,7383278.5
303.11386,316.5975,298.72385,321.17932,315.77948,8496691.0
336.84366,347.2069,331.2231,340.44763,331.71448,6245970.5
336.08612,335.46484,325.62592,325.59247,328.88647,5938239.5
330.2159,333.19705,323.0882,326.71616,316.81482,6257432.5
