Open,High,Low,Close,Adj_Close,Volume
49.676914,51.693787,47.669937,49.84582,49.84582,44994500.0
85.94437,93.807335,85.934456,110.15933,100.490105,54568940.0
87.95032,94.55813,87.8931,119.36445,106.75843,55099270.0
108.24853,115.13935,106.41099,135.47993,126.679184,46639430.0
100.148415,107.17205,97.22794,125.752556,123.628426,53202296.0
96.23096,106.45061,95.7496,131.14568,121.61115,59987252.0
100.18009,110.664856,98.73096,130.80486,129.63075,57256010.0
108.42155,119.453064,106.80884,145.91446,146.31075,51240164.0
119.30636,133.36914,119.95538,172.17194,153.25815,36442570.0
134.62054,148.14328,139.25461,163.88336,154.6726,27521026.0
167.73218,171.83435,160.2138,198.69983,181.46912,22371264.0
158.0846,170.88336,158.7283,191.3437,181.21194,21201652.0
197.88475,213.25682,198.65065,227.95348,218.61206,14055081.0
223.8836,236.17085,215.3018,238.5067,232.02812,15306060.0
247.72548,251.42169,234.81471,269.5773,254.8725,12586197.0
280.65018,290.2253,281.16855,287.86063,277.95364,9350824.0
254.2408,263.45233,248.83223,278.63528,270.60583,9682226.0
280.0877,284.17014,270.8591,280.34805,276.26364,8757249.0
281.38403,289.97864,278.89636,288.9265,283.29877,8174206.0
287.65173,289.55176,271.9193,291.86087,288.39035,8471891.0
289.98877,297.90582,275.9566,287.5538,294.79034,9368200.0
281.3379,301.4436,282.0475,307.38504,295.9466,8049739.5
288.62955,290.03265,276.7242,296.00775,290.72324,8144157.5
276.54034,281.67462,275.29108,291.3953,284.4446,7886761.5
284.91928,287.62985,269.5511,292.01175,285.5575,8556811.0
330.32645,323.0148,323.11713,344.3235,327.25238,7159715.0
329.61505,339.7389,337.6091,354.60205,343.354,7625767.0
325.55026,334.60062,313.68967,318.97617,323.6875,6374475.0
305.45468,322.22992,304.50974,330.81143,328.46588,7899991.5
329.992,340.29208,322.44382,336.216,327.56793,8052309.5
325.78302,337.23,328.45605,329.35324,322.53738,6008035.0
335.79068,346.3674,333.10306,355.43774,339.9064,7254056.5
334.98953,340.6867,331.9193,347.79333,336.28415,8247965.0
336.01895,351.93088,334.57626,349.11035,339.58636,6228483.5
352.25195,354.58624,333.15097,357.37457,352.11285,6907609.5
357.7812,363.16336,351.3915,365.35437,358.26382,5852760.0
341.35352,351.34628,337.68747,367.6875,356.67722,6344712.5
398.11462,385.3311,388.20688,401.6366,390.4308,5048610.0
442.0111,449.10443,426.56604,424.4761,419.76257,4368934.0
