Open,High,Low,Close,Adj_Close,Volume
49.676914,51.693787,47.669937,49.84582,49.84582,44994500.0
93.19023,98.98122,92.71519,113.741066,110.91574,58293304.0
107.87441,115.76105,105.12219,124.84401,124.4955,46422810.0
124.260666,131.07645,125.3229,148.65906,142.8819,37505020.0
146.30696,157.96611,150.02359,183.1709,175.58018,26513810.0
155.52419,167.59436,159.78711,190.83281,176.70584,21301420.0
184.84741,184.54198,169.99982,198.30379,197.42651,18958294.0
214.0287,227.54723,213.86972,249.50558,236.83409,14279138.0
233.72884,232.36765,230.32837,248.1837,240.85616,10267706.0
254.43268,260.50256,245.62901,268.2042,253.87823,9911901.0
259.9607,274.53897,253.86076,280.25357,280.2273,10425728.0
250.24849,263.99313,240.68776,271.80048,263.6235,8972479.0
289.38544,294.67603,279.23868,284.77014,281.17984,8239717.5
245.28432,258.85696,230.56302,251.90817,250.54361,11649835.0
239.02437,246.26932,236.19803,230.37927,233.37453,9260784.0
250.70937,264.71463,245.37689,269.63266,258.81384,10431172.0
273.09964,279.3028,266.30872,269.94846,268.74725,9076856.0
293.6815,299.90402,294.1752,309.3887,305.4103,8889214.0
357.11853,351.28638,339.07785,351.03445,340.74576,5276842.5
347.03125,352.64517,341.71103,343.47714,332.83987,5615727.0
344.43692,347.15244,335.07718,342.5154,335.7223,5757851.0
332.3348,337.31696,329.36234,347.5857,341.24493,6203084.0
351.41614,357.04337,343.5769,379.32532,359.07736,7375363.5
337.41898,342.01242,329.7295,338.69775,339.27396,6743184.0
354.99298,360.54108,341.7959,351.23596,346.78018,6102801.0
321.07532,324.04083,323.75375,335.14398,327.8614,6960468.0
303.36618,307.2364,292.44272,298.24576,309.64108,8963893.0
335.62112,338.11328,321.9193,348.98425,343.1515,7923659.5
335.08115,353.88095,335.2807,354.66837,354.1284,6775548.5
339.75122,355.55817,333.1625,359.7686,351.69775,6774335.0
383.53418,376.33826,368.8296,381.59253,375.4363,5866851.0
354.5246,370.99307,351.7468,367.4815,362.07785,5980470.0
353.89124,362.07047,347.85947,357.03952,342.7043,5680414.5
362.9279,350.93613,334.9712,332.3241,343.96964,7484755.5
333.4607,334.8571,329.7754,331.44614,327.97662,6085716.0
355.93268,356.67197,344.85217,357.30212,351.9855,5826791.0
379.1425,375.6419,361.59482,376.85547,369.6568,5572359.5
391.8933,392.59372,381.33862,380.6322,384.80273,5401921.0
368.79816,368.66425,355.73798,378.48795,375.58258,5848737.5
362.15387,364.36963,353.0503,366.21353,355.8864,5440580.0
366.83057,370.63995,363.989,389.5268,369.33365,6051020.5
382.38266,386.77615,378.75082,387.96222,381.93945,5035219.5
371.32666,380.81,362.56955,371.4814,368.20627,5724418.5
361.1768,364.81747,347.6943,356.3715,353.55106,6125721.5
365.4833,370.75192,359.60965,376.81625,370.80008,5825178.0
371.37332,383.51663,362.0821,390.62122,380.1145,5994055.5
400.58868,402.47867,390.66406,404.40067,395.6382,4940399.5
422.0949,413.70718,406.7535,394.2632,389.61276,4365340.5
445.1354,457.33585,446.2582,476.83026,464.72647,4757525.0
446.82767,457.23822,435.77716,462.63953,453.9144,4963273.5
465.9,467.77536,450.62045,453.83405,442.10052,4595038.0
438.14825,436.9393,431.49985,442.24545,433.2076,4283797.0
465.5384,472.65125,457.58798,472.10233,459.8737,4249812.0
459.4802,474.15787,454.61856,488.27682,477.6099,5881200.5
486.2466,502.84717,475.57477,466.10806,470.64575,4932285.0
479.52026,491.96835,468.167,494.62756,487.99097,5248707.5
512.1672,511.31396,501.36087,500.9225,490.69196,3646129.8
490.4928,511.04074,485.04065,514.3175,506.0115,4942846.5
498.5087,504.26352,488.66873,498.07846,488.2791,3648307.5
501.5212,510.56567,487.5809,499.87122,487.2149,3859289.8
515.1297,529.00684,510.24695,519.547,512.6229,3631311.2
508.14343,528.4053,506.58307,531.5396,523.9976,4657895.5
552.9965,543.0563,541.0409,555.8218,545.2796,3855368.0
535.7784,532.48346,512.3613,528.0279,519.52563,3954659.8
543.19885,543.58875,525.1764,539.81885,537.7316,3769639.2
588.68066,595.2315,578.1335,588.56635,579.154,3341375.5
573.66113,587.00665,566.1797,574.1014,566.5131,3210589.8
589.95874,595.6368,579.6105,591.84064,577.07263,3666675.0
597.8258,595.8652,565.57544,579.66974,577.7851,3321321.0
599.4158,599.1741,585.0146,590.1983,584.3175,3241494.5
637.8889,635.498,619.7947,620.3849,617.52344,2946522.2
668.2632,680.8227,658.9494,679.2538,668.23267,2759454.8
709.2261,723.2386,690.92633,693.31445,704.5245,2685360.2
723.0631,728.3314,705.06396,711.642,710.99976,2398268.2
721.40063,737.39966,717.25665,738.2032,730.40674,2589277.2
721.42944,724.33856,705.0253,711.4143,709.3946,2593028.8
737.3649,751.96783,728.75366,734.0233,738.43115,1895587.0
798.77954,792.48926,776.1086,771.1835,779.6512,2304962.8
809.9815,811.3589,791.55554,803.40533,801.47125,1885622.5
