Open,High,Low,Close,Adj_Close,Volume
49.676914,51.693787,47.669937,49.84582,49.84582,44994500.0
78.4171,83.72401,78.09463,100.200134,92.34836,59158256.0
103.98256,105.94441,99.83519,113.670105,111.66728,43912480.0
115.79259,123.98484,113.78423,150.21906,136.1037,43433476.0
105.47949,110.6999,104.91059,123.07341,119.010345,42651212.0
114.91958,125.57523,115.935135,137.70946,138.10594,45359740.0
94.85964,108.08049,96.308846,133.08705,124.783936,54048520.0
97.67641,104.52799,97.75207,133.89194,125.73218,55816640.0
97.87641,104.32652,92.240974,119.60444,114.81442,54695292.0
123.36294,133.34264,119.03453,147.93246,143.67201,33124928.0
141.1752,155.07079,146.81198,185.79945,172.12222,28433514.0
160.88193,171.61957,157.06328,182.06161,179.7112,21728422.0
159.31377,164.17767,157.20073,176.6884,170.05504,15900042.0
187.94261,196.86095,188.51288,213.23685,205.03372,17136476.0
187.3139,194.59421,186.42172,209.11353,205.94768,15635757.0
212.85588,216.14763,205.37881,231.4601,220.4651,11951257.0
239.39015,250.34007,245.69109,269.51993,260.46664,11340420.0
268.9553,278.2045,256.84323,285.36902,276.49692,11347126.0
282.06778,289.32266,284.60843,308.7521,295.51804,8238390.5
297.52322,306.59958,279.8946,296.12695,302.893,8925101.0
292.71655,299.69318,285.57968,306.34515,304.6629,8608389.0
359.323,358.41003,343.47995,352.0012,342.21048,6004900.5
327.93118,333.2142,322.73367,332.48492,329.31177,6565309.0
343.5736,349.57257,340.2812,337.07022,338.19882,6034739.5
333.44528,341.5652,321.81616,330.10956,327.0927,6949073.0
332.10724,334.56506,320.29053,344.36142,333.8579,6801380.0
341.80014,339.97272,341.9917,363.3322,352.23993,7393956.0
338.26736,334.7406,327.37677,343.1011,327.68863,6871335.5
333.93954,322.5361,321.18564,332.80356,324.81186,6124163.0
352.60446,360.5486,336.7119,361.73807,350.21698,6714839.5
332.7022,331.2364,322.20715,332.74664,325.46408,6708417.0
325.40195,328.94876,323.404,333.9208,323.00497,5811363.0
319.6001,327.64474,311.0939,329.14893,314.95502,6871059.5
346.85703,343.91348,333.36884,349.26617,338.6536,7545215.5
329.67447,330.91867,324.20892,337.3208,334.70453,6345178.5
354.0657,368.43057,353.44437,352.6033,353.56805,7147000.5
355.55765,358.26047,351.03317,351.82684,348.04694,5896769.0
341.8399,349.9626,338.5762,350.67325,338.39758,5864101.0
339.9426,347.53903,341.073,369.56393,353.3797,9646151.0
367.41843,378.6975,362.7586,371.7771,359.52975,7376407.0
392.3076,406.17557,391.6049,402.89655,391.37674,5853823.0
389.9065,391.216,378.7629,389.67044,389.77753,5046979.5
405.97815,415.32574,396.5316,399.81384,392.38834,4989260.0
393.8231,394.18463,390.64008,415.74557,407.03668,5281205.5
409.26746,413.7376,406.81393,421.26013,405.4395,4996447.0
436.7153,439.92862,424.08517,418.1079,418.7961,4370332.5
410.66006,432.99725,427.82065,429.85532,428.83496,4799844.0
423.5613,415.72247,409.86533,411.98694,409.3768,4957768.5
